School_Name,School_ID,Unit,Network,Grade,Year,ReadME,MathME,CompME,ReadEXC,MathEXC,CompEXC,ReadMEET,MathMEET,CompMEET,ReadBLW,MathBLW,CompBLW,ReadWRN,MathWRN,CompWRN,ReadTST,MathTST
PARKSIDE,610116,5300,Network 12,3rd Grade,2013,30.8,3.8,17.3,0.0,0.0,0.0,30.8,3.8,17.3,34.6,69.2,51.9,34.6,26.9,30.8,26,26
PARKSIDE,610116,5300,Network 12,4th Grade,2013,18.2,18.2,21.2,0.0,0.0,1.5,18.2,18.2,19.7,63.6,54.5,56.1,18.2,27.3,22.7,22,22
PARKSIDE,610116,5300,Network 12,5th Grade,2013,10.3,32.1,21.1,0.0,0.0,0.0,10.3,32.1,21.1,69.0,53.6,61.4,20.7,14.3,17.5,29,28
PARKSIDE,610116,5300,Network 12,6th Grade,2013,30.8,34.6,32.7,0.0,0.0,0.0,30.8,34.6,32.7,42.3,42.3,42.3,26.9,23.1,25.0,26,26
PARKSIDE,610116,5300,Network 12,7th Grade,2013,27.6,13.8,28.7,0.0,0.0,0.0,27.6,13.8,28.7,55.2,62.1,49.4,17.2,24.1,21.8,29,29
PARKSIDE,610116,5300,Network 12,8th Grade,2013,36.7,20.0,28.3,3.3,0.0,1.7,33.3,20.0,26.7,43.3,76.7,60.0,20.0,3.3,11.7,30,30
PARKSIDE,610116,5300,Network 12,3rd Grade,2014,21.1,23.7,22.4,5.3,0.0,2.6,15.8,23.7,19.7,52.6,39.5,46.1,26.3,36.8,31.6,38,38
PARKSIDE,610116,5300,Network 12,4th Grade,2014,28.0,36.0,37.3,4.0,0.0,2.7,24.0,36.0,34.7,52.0,48.0,48.0,20.0,16.0,14.7,25,25
PARKSIDE,610116,5300,Network 12,5th Grade,2014,35.7,24.1,29.8,7.1,3.4,5.3,28.6,20.7,24.6,35.7,62.1,49.1,28.6,13.8,21.1,28,29
PARKSIDE,610116,5300,Network 12,6th Grade,2014,34.8,21.7,28.3,0.0,0.0,0.0,34.8,21.7,28.3,52.2,43.5,47.8,13.0,34.8,23.9,23,23
PARKSIDE,610116,5300,Network 12,7th Grade,2014,30.8,15.4,32.1,0.0,0.0,2.6,30.8,15.4,29.5,57.7,65.4,51.3,11.5,19.2,16.7,26,26
PARKSIDE,610116,5300,Network 12,8th Grade,2014,7.7,23.1,15.4,0.0,0.0,0.0,7.7,23.1,15.4,69.2,50.0,59.6,23.1,26.9,25.0,26,26
PASTEUR,610117,5310,Network 8,3rd Grade,2010,53.5,77.6,65.7,8.2,32.2,20.3,45.3,45.4,45.3,36.5,17.2,26.7,10.0,5.2,7.6,170,174
PASTEUR,610117,5310,Network 8,4th Grade,2010,62.0,83.3,71.9,12.3,19.0,13.4,49.7,64.3,58.5,36.2,15.5,25.7,1.8,1.2,2.4,163,168
PASTEUR,610117,5310,Network 8,5th Grade,2010,65.6,80.0,72.8,18.1,13.1,15.6,47.5,66.9,57.2,33.1,19.4,26.3,1.3,0.6,0.9,160,160
PASTEUR,610117,5310,Network 8,6th Grade,2010,72.3,86.8,79.6,13.9,21.6,17.7,58.4,65.3,61.9,25.9,13.2,19.5,1.8,0.0,0.9,166,167
PASTEUR,610117,5310,Network 8,7th Grade,2010,77.2,,77.2,19.3,,19.3,57.9,,57.9,22.8,,22.8,0.0,,0.0,145,0
PASTEUR,610117,5310,Network 8,8th Grade,2010,83.5,,83.5,5.0,,5.0,78.4,,78.4,16.5,,16.5,0.0,,0.0,139,0
PASTEUR,610117,5310,Network 8,3rd Grade,2011,61.0,79.6,70.3,11.0,23.4,17.2,50.0,56.2,53.1,27.2,17.5,22.3,11.8,2.9,7.3,136,137
PASTEUR,610117,5310,Network 8,4th Grade,2011,61.7,89.5,72.4,18.0,15.0,14.3,43.6,74.4,58.1,38.3,9.0,25.6,0.0,1.5,2.0,133,133
PASTEUR,610117,5310,Network 8,5th Grade,2011,69.9,85.4,77.7,12.5,12.4,12.5,57.4,73.0,65.2,30.1,14.6,22.3,0.0,0.0,0.0,136,137
PASTEUR,610117,5310,Network 8,6th Grade,2011,79.7,80.5,80.1,19.5,8.6,14.1,60.2,71.9,66.0,19.5,18.8,19.1,0.8,0.8,0.8,128,128
PASTEUR,610117,5310,Network 8,7th Grade,2011,76.4,69.1,73.4,10.6,17.9,11.7,65.9,51.2,61.8,23.6,26.8,22.5,0.0,4.1,4.1,123,123
PASTEUR,610117,5310,Network 8,8th Grade,2011,85.0,80.0,82.5,10.7,17.9,14.3,74.3,62.1,68.2,15.0,19.3,17.1,0.0,0.7,0.4,140,140
PASTEUR,610117,5310,Network 8,3rd Grade,2012,56.4,84.6,70.7,10.7,25.2,18.0,45.7,59.4,52.7,36.4,11.2,23.7,7.1,4.2,5.7,140,143
PASTEUR,610117,5310,Network 8,4th Grade,2012,70.0,89.3,76.7,15.8,19.7,15.3,54.2,69.7,61.4,29.2,8.2,20.8,0.8,2.5,2.5,120,122
PASTEUR,610117,5310,Network 8,5th Grade,2012,72.5,77.9,75.2,22.9,13.7,18.3,49.6,64.1,56.9,27.5,22.1,24.8,0.0,0.0,0.0,131,131
PASTEUR,610117,5310,Network 8,6th Grade,2012,85.0,85.1,85.0,21.8,19.4,20.6,63.2,65.7,64.4,15.0,14.2,14.6,0.0,0.7,0.4,133,134
PASTEUR,610117,5310,Network 8,7th Grade,2012,70.2,82.3,74.2,11.3,12.1,11.6,58.9,70.2,62.6,28.2,16.9,20.2,1.6,0.8,5.6,124,124
PASTEUR,610117,5310,Network 8,8th Grade,2012,86.1,84.3,85.2,7.0,15.7,11.3,79.1,68.7,73.9,13.9,15.7,14.8,0.0,0.0,0.0,115,115
PASTEUR,610117,5310,Network 8,3rd Grade,2013,46.2,44.5,45.4,5.9,5.0,5.5,40.3,39.5,39.9,44.5,48.7,46.6,9.2,6.7,8.0,119,119
PASTEUR,610117,5310,Network 8,4th Grade,2013,38.0,41.3,50.1,5.8,5.1,6.8,32.1,36.2,43.3,54.7,50.0,44.0,7.3,8.7,5.8,137,138
PASTEUR,610117,5310,Network 8,5th Grade,2013,51.7,52.3,51.9,6.8,1.1,4.4,44.9,51.1,47.6,38.1,36.4,37.4,10.2,11.4,10.7,118,88
PASTEUR,610117,5310,Network 8,6th Grade,2013,53.4,44.4,48.9,9.2,3.8,6.4,44.3,40.6,42.4,39.7,46.6,43.2,6.9,9.0,8.0,131,133
PASTEUR,610117,5310,Network 8,7th Grade,2013,62.6,49.6,63.5,8.1,6.4,9.9,54.5,43.2,53.6,33.3,44.0,30.8,4.1,6.4,5.6,123,125
PASTEUR,610117,5310,Network 8,8th Grade,2013,57.6,56.8,57.2,13.6,3.2,8.4,44.0,53.6,48.8,39.2,40.8,40.0,3.2,2.4,2.8,125,125
PASTEUR,610117,5310,Network 8,3rd Grade,2014,42.0,42.7,42.4,5.9,3.4,4.7,36.1,39.3,37.7,48.7,51.3,50.0,9.2,6.0,7.6,119,117
PASTEUR,610117,5310,Network 8,4th Grade,2014,43.8,46.3,52.9,8.3,5.7,6.3,35.5,40.7,46.6,50.4,46.3,41.1,5.8,7.3,6.0,121,123
PASTEUR,610117,5310,Network 8,5th Grade,2014,44.3,61.1,52.7,6.7,6.7,6.7,37.6,54.4,46.0,47.0,36.9,41.9,8.7,2.0,5.4,149,149
PASTEUR,610117,5310,Network 8,6th Grade,2014,54.2,42.0,48.1,8.5,4.2,6.3,45.8,37.8,41.8,40.7,48.7,44.7,5.1,9.2,7.2,118,119
PASTEUR,610117,5310,Network 8,7th Grade,2014,56.5,45.8,60.8,11.5,0.8,10.2,45.0,45.0,50.6,38.9,46.6,33.3,4.6,7.6,5.9,131,131
PASTEUR,610117,5310,Network 8,8th Grade,2014,54.1,55.2,54.7,7.4,10.4,8.9,46.7,44.8,45.7,41.0,39.2,40.1,4.9,5.6,5.3,122,125
PECK,610120,5340,Network 8,3rd Grade,2010,57.4,82.2,69.8,7.7,22.5,15.1,49.7,59.8,54.7,34.9,14.8,24.9,7.7,3.0,5.3,169,169
PECK,610120,5340,Network 8,4th Grade,2010,67.3,83.3,74.8,10.0,12.7,8.9,57.3,70.7,65.9,32.0,15.3,23.4,0.7,1.3,1.8,150,150
PECK,610120,5340,Network 8,5th Grade,2010,54.2,74.1,64.2,9.2,2.8,6.0,45.1,71.3,58.2,45.8,25.9,35.8,0.0,0.0,0.0,142,143
PECK,610120,5340,Network 8,6th Grade,2010,71.6,81.1,76.4,10.8,9.5,10.1,60.8,71.6,66.2,27.7,18.9,23.3,0.7,0.0,0.3,148,148
PECK,610120,5340,Network 8,7th Grade,2010,80.9,89.0,84.3,16.2,32.4,21.1,64.7,56.6,63.1,19.1,10.3,14.0,0.0,0.7,1.7,136,136
PECK,610120,5340,Network 8,8th Grade,2010,86.9,85.2,86.1,6.6,27.9,17.2,80.3,57.4,68.9,13.1,14.8,13.9,0.0,0.0,0.0,122,122
PECK,610120,5340,Network 8,3rd Grade,2011,60.3,86.5,73.4,7.8,32.6,20.2,52.5,53.9,53.2,34.8,12.8,23.8,5.0,0.7,2.8,141,141
PECK,610120,5340,Network 8,4th Grade,2011,61.7,84.6,72.2,18.5,19.8,15.0,43.2,64.8,57.2,37.7,14.8,25.9,0.6,0.6,1.9,162,162
PECK,610120,5340,Network 8,5th Grade,2011,70.9,81.1,76.0,18.9,9.5,14.2,52.0,71.6,61.8,28.4,18.9,23.6,0.7,0.0,0.3,148,148
PECK,610120,5340,Network 8,6th Grade,2011,80.4,84.1,82.2,13.0,13.8,13.4,67.4,70.3,68.8,19.6,15.9,17.8,0.0,0.0,0.0,138,138
PECK,610120,5340,Network 8,7th Grade,2011,72.5,79.9,74.3,13.0,21.6,13.7,59.4,58.3,60.6,26.8,17.3,21.6,0.7,2.9,4.1,138,139
PECK,610120,5340,Network 8,8th Grade,2011,88.1,88.8,88.4,10.4,44.0,27.2,77.6,44.8,61.2,11.9,11.2,11.6,0.0,0.0,0.0,134,134
PECK,610120,5340,Network 8,3rd Grade,2012,67.1,80.1,73.6,11.4,25.3,18.3,55.7,54.8,55.3,28.7,15.7,22.2,4.2,4.2,4.2,167,166
PECK,610120,5340,Network 8,4th Grade,2012,73.5,92.5,81.9,22.0,22.6,19.1,51.5,69.9,62.7,26.5,7.5,17.4,0.0,0.0,0.8,132,133
PECK,610120,5340,Network 8,5th Grade,2012,76.6,87.0,81.8,21.4,18.2,19.8,55.2,68.8,62.0,23.4,11.7,17.5,0.0,1.3,0.6,154,154
PECK,610120,5340,Network 8,6th Grade,2012,82.1,85.7,83.9,18.6,15.0,16.8,63.6,70.7,67.1,17.1,14.3,15.7,0.7,0.0,0.4,140,140
PECK,610120,5340,Network 8,7th Grade,2012,76.6,85.2,79.4,12.4,26.7,17.4,64.2,58.5,61.9,23.4,14.8,17.4,0.0,0.0,3.2,137,135
PECK,610120,5340,Network 8,8th Grade,2012,86.9,83.2,85.0,8.0,32.1,20.1,78.8,51.1,65.0,12.4,16.1,14.2,0.7,0.7,0.7,137,137
PECK,610120,5340,Network 8,3rd Grade,2013,42.6,48.5,45.5,12.3,3.7,8.0,30.2,44.8,37.5,45.1,45.4,45.2,12.3,6.1,9.2,162,163
PECK,610120,5340,Network 8,4th Grade,2013,41.6,51.0,56.8,3.9,5.2,5.2,37.7,45.8,51.6,53.9,44.4,39.5,4.5,4.6,3.7,154,153
PECK,610120,5340,Network 8,5th Grade,2013,41.9,49.6,45.8,6.6,8.0,7.3,35.3,41.6,38.5,52.2,44.5,48.4,5.9,5.8,5.9,136,137
PECK,610120,5340,Network 8,6th Grade,2013,62.1,67.4,64.7,9.0,8.3,8.7,53.1,59.0,56.1,32.4,29.2,30.8,5.5,3.5,4.5,145,144
PECK,610120,5340,Network 8,7th Grade,2013,58.2,62.7,66.3,9.0,4.5,7.7,49.3,58.2,58.6,38.1,31.3,29.2,3.7,6.0,4.5,134,134
PECK,610120,5340,Network 8,8th Grade,2013,56.9,70.0,63.5,12.3,12.3,12.3,44.6,57.7,51.2,39.2,27.7,33.5,3.8,2.3,3.1,130,130
PECK,610120,5340,Network 8,3rd Grade,2014,47.6,53.0,50.3,7.9,6.7,7.3,39.6,46.3,43.0,42.1,40.9,41.5,10.4,6.1,8.2,164,164
PECK,610120,5340,Network 8,4th Grade,2014,49.4,56.7,58.2,8.3,3.8,5.5,41.0,52.9,52.7,44.2,34.4,35.2,6.4,8.9,6.6,156,157
PECK,610120,5340,Network 8,5th Grade,2014,42.1,56.2,49.2,5.9,5.2,5.6,36.2,51.0,43.6,52.6,41.2,46.9,5.3,2.6,3.9,152,153
PECK,610120,5340,Network 8,6th Grade,2014,51.1,60.2,55.6,8.3,7.5,7.9,42.9,52.6,47.7,42.1,34.6,38.3,6.8,5.3,6.0,133,133
PECK,610120,5340,Network 8,7th Grade,2014,62.7,66.2,68.9,14.1,5.6,12.0,48.6,60.6,56.8,31.7,29.6,25.7,5.6,4.2,5.4,142,142
PECK,610120,5340,Network 8,8th Grade,2014,56.3,72.6,64.4,6.7,19.3,13.0,49.6,53.3,51.5,35.6,23.7,29.6,8.1,3.7,5.9,135,135
IRVING,610121,5350,Network 6,3rd Grade,2010,67.3,85.7,76.5,16.3,36.7,26.5,51.0,49.0,50.0,26.5,14.3,20.4,6.1,0.0,3.1,49,49
IRVING,610121,5350,Network 6,4th Grade,2010,64.2,79.6,69.6,18.9,16.7,14.9,45.3,63.0,54.7,34.0,16.7,26.7,1.9,3.7,3.7,53,54
IRVING,610121,5350,Network 6,5th Grade,2010,64.9,75.4,70.2,24.6,8.8,16.7,40.4,66.7,53.5,35.1,24.6,29.8,0.0,0.0,0.0,57,57
IRVING,610121,5350,Network 6,6th Grade,2010,80.0,80.4,80.2,16.0,17.6,16.8,64.0,62.7,63.4,20.0,17.6,18.8,0.0,2.0,1.0,50,51
IRVING,610121,5350,Network 6,7th Grade,2010,75.0,77.1,74.3,8.3,10.4,9.0,66.7,66.7,65.3,22.9,20.8,20.8,2.1,2.1,4.9,48,48
IRVING,610121,5350,Network 6,8th Grade,2010,95.0,85.0,90.0,1.7,11.7,6.7,93.3,73.3,83.3,5.0,15.0,10.0,0.0,0.0,0.0,60,60
IRVING,610121,5350,Network 6,3rd Grade,2011,57.1,91.8,74.5,30.6,34.7,32.7,26.5,57.1,41.8,38.8,8.2,23.5,4.1,0.0,2.0,49,49
IRVING,610121,5350,Network 6,4th Grade,2011,66.7,73.3,71.9,22.2,22.2,17.8,44.4,51.1,54.1,31.1,24.4,24.4,2.2,2.2,3.7,45,45
IRVING,610121,5350,Network 6,5th Grade,2011,52.9,64.7,58.8,15.7,9.8,12.7,37.3,54.9,46.1,45.1,33.3,39.2,2.0,2.0,2.0,51,51
IRVING,610121,5350,Network 6,6th Grade,2011,79.3,77.6,78.4,25.9,22.4,24.1,53.4,55.2,54.3,19.0,22.4,20.7,1.7,0.0,0.9,58,58
IRVING,610121,5350,Network 6,7th Grade,2011,75.5,82.7,81.6,20.8,25.0,23.4,54.7,57.7,58.2,24.5,11.5,15.2,0.0,5.8,3.2,53,52
IRVING,610121,5350,Network 6,8th Grade,2011,89.1,80.4,84.8,8.7,21.7,15.2,80.4,58.7,69.6,10.9,19.6,15.2,0.0,0.0,0.0,46,46
IRVING,610121,5350,Network 6,3rd Grade,2012,64.2,71.7,67.9,28.3,37.7,33.0,35.8,34.0,34.9,24.5,18.9,21.7,11.3,9.4,10.4,53,53
IRVING,610121,5350,Network 6,4th Grade,2012,54.2,70.8,65.3,27.1,25.0,22.2,27.1,45.8,43.1,41.7,27.1,31.9,4.2,2.1,2.8,48,48
IRVING,610121,5350,Network 6,5th Grade,2012,62.2,68.9,65.6,15.6,13.3,14.4,46.7,55.6,51.1,37.8,28.9,33.3,0.0,2.2,1.1,45,45
IRVING,610121,5350,Network 6,6th Grade,2012,76.8,71.4,74.1,12.5,10.7,11.6,64.3,60.7,62.5,23.2,28.6,25.9,0.0,0.0,0.0,56,56
IRVING,610121,5350,Network 6,7th Grade,2012,75.5,79.6,79.6,12.2,16.3,11.6,63.3,63.3,68.0,22.4,18.4,17.0,2.0,2.0,3.4,49,49
IRVING,610121,5350,Network 6,8th Grade,2012,85.2,83.3,84.3,7.4,22.2,14.8,77.8,61.1,69.4,14.8,16.7,15.7,0.0,0.0,0.0,54,54
IRVING,610121,5350,Network 6,3rd Grade,2013,54.8,45.2,50.0,14.3,7.1,10.7,40.5,38.1,39.3,42.9,47.6,45.2,2.4,7.1,4.8,42,42
IRVING,610121,5350,Network 6,4th Grade,2013,41.7,50.0,56.9,10.4,2.1,8.3,31.3,47.9,48.6,50.0,47.9,39.6,8.3,2.1,3.5,48,48
IRVING,610121,5350,Network 6,5th Grade,2013,65.9,59.1,62.5,20.5,6.8,13.6,45.5,52.3,48.9,27.3,36.4,31.8,6.8,4.5,5.7,44,44
IRVING,610121,5350,Network 6,6th Grade,2013,42.6,44.7,43.6,12.8,17.0,14.9,29.8,27.7,28.7,48.9,42.6,45.7,8.5,12.8,10.6,47,47
IRVING,610121,5350,Network 6,7th Grade,2013,45.3,45.3,57.2,9.4,1.9,6.9,35.8,43.4,50.3,50.9,45.3,35.8,3.8,9.4,6.9,53,53
IRVING,610121,5350,Network 6,8th Grade,2013,54.0,40.0,47.0,8.0,4.0,6.0,46.0,36.0,41.0,40.0,60.0,50.0,6.0,0.0,3.0,50,50
IRVING,610121,5350,Network 6,3rd Grade,2014,64.4,44.1,54.2,22.0,11.9,16.9,42.4,32.2,37.3,23.7,50.8,37.3,11.9,5.1,8.5,59,59
IRVING,610121,5350,Network 6,4th Grade,2014,43.9,56.1,63.4,12.2,2.4,9.8,31.7,53.7,53.7,53.7,41.5,35.0,2.4,2.4,1.6,41,41
IRVING,610121,5350,Network 6,5th Grade,2014,45.1,70.6,57.8,5.9,9.8,7.8,39.2,60.8,50.0,41.2,29.4,35.3,13.7,0.0,6.9,51,51
IRVING,610121,5350,Network 6,6th Grade,2014,51.0,38.3,44.8,12.2,6.4,9.4,38.8,31.9,35.4,40.8,40.4,40.6,8.2,21.3,14.6,49,47
IRVING,610121,5350,Network 6,7th Grade,2014,50.0,38.0,51.3,8.0,10.0,8.7,42.0,28.0,42.7,42.0,46.0,36.0,8.0,16.0,12.7,50,50
IRVING,610121,5350,Network 6,8th Grade,2014,40.0,55.9,47.9,1.7,5.1,3.4,38.3,50.8,44.5,51.7,33.9,42.9,8.3,10.2,9.2,60,59
PEIRCE,610122,5360,Network 2,3rd Grade,2010,81.8,87.0,84.4,15.6,46.8,31.2,66.2,40.3,53.2,11.7,11.7,11.7,6.5,1.3,3.9,77,77
PEIRCE,610122,5360,Network 2,4th Grade,2010,69.6,83.2,77.0,27.2,25.3,23.0,42.4,57.9,53.9,26.1,14.7,19.9,4.3,2.1,3.2,92,95
PEIRCE,610122,5360,Network 2,5th Grade,2010,72.6,87.1,79.9,22.6,10.6,16.6,50.0,76.5,63.3,27.4,12.9,20.1,0.0,0.0,0.0,84,85
PEIRCE,610122,5360,Network 2,6th Grade,2010,78.8,90.6,84.7,21.2,18.8,20.0,57.6,71.8,64.7,21.2,9.4,15.3,0.0,0.0,0.0,85,85
PEIRCE,610122,5360,Network 2,7th Grade,2010,75.9,94.4,88.3,16.7,29.6,20.4,59.3,64.8,67.9,24.1,5.6,11.7,0.0,0.0,0.0,54,54
PEIRCE,610122,5360,Network 2,8th Grade,2010,90.6,85.9,88.2,14.1,24.7,19.4,76.5,61.2,68.8,9.4,14.1,11.8,0.0,0.0,0.0,85,85
PEIRCE,610122,5360,Network 2,3rd Grade,2011,67.9,83.5,75.7,22.6,42.4,32.5,45.2,41.2,43.2,26.2,12.9,19.5,6.0,3.5,4.7,84,85
PEIRCE,610122,5360,Network 2,4th Grade,2011,83.8,93.2,86.9,35.1,36.5,29.7,48.6,56.8,57.2,14.9,6.8,12.2,1.4,0.0,0.9,74,74
PEIRCE,610122,5360,Network 2,5th Grade,2011,68.5,72.8,70.7,22.8,14.1,18.5,45.7,58.7,52.2,30.4,27.2,28.8,1.1,0.0,0.5,92,92
PEIRCE,610122,5360,Network 2,6th Grade,2011,82.4,82.4,82.4,15.3,14.1,14.7,67.1,68.2,67.6,16.5,17.6,17.1,1.2,0.0,0.6,85,85
PEIRCE,610122,5360,Network 2,7th Grade,2011,80.0,84.0,84.3,16.3,21.0,19.4,63.8,63.0,64.9,20.0,14.8,14.5,0.0,1.2,1.2,80,81
PEIRCE,610122,5360,Network 2,8th Grade,2011,87.0,85.2,86.1,7.4,27.8,17.6,79.6,57.4,68.5,13.0,14.8,13.9,0.0,0.0,0.0,54,54
PEIRCE,610122,5360,Network 2,3rd Grade,2012,70.4,84.3,77.4,25.2,35.7,30.4,45.2,48.7,47.0,25.2,12.2,18.7,4.3,3.5,3.9,115,115
PEIRCE,610122,5360,Network 2,4th Grade,2012,78.5,92.4,85.2,27.8,24.1,22.8,50.6,68.4,62.4,21.5,7.6,13.1,0.0,0.0,1.7,79,79
PEIRCE,610122,5360,Network 2,5th Grade,2012,81.9,90.3,86.1,22.2,15.3,18.8,59.7,75.0,67.4,18.1,5.6,11.8,0.0,4.2,2.1,72,72
PEIRCE,610122,5360,Network 2,6th Grade,2012,74.7,78.4,76.6,15.8,23.7,19.8,58.9,54.6,56.8,25.3,21.6,23.4,0.0,0.0,0.0,95,97
PEIRCE,610122,5360,Network 2,7th Grade,2012,81.0,80.0,78.7,20.3,15.0,14.6,60.8,65.0,64.0,19.0,20.0,18.8,0.0,0.0,2.5,79,80
PEIRCE,610122,5360,Network 2,8th Grade,2012,91.3,87.5,89.4,10.0,23.8,16.9,81.3,63.8,72.5,8.8,12.5,10.6,0.0,0.0,0.0,80,80
PEIRCE,610122,5360,Network 2,3rd Grade,2013,67.5,55.8,61.7,27.3,15.6,21.4,40.3,40.3,40.3,27.3,39.0,33.1,5.2,5.2,5.2,77,77
PEIRCE,610122,5360,Network 2,4th Grade,2013,56.5,59.6,64.9,22.2,11.9,18.8,34.3,47.7,46.2,39.8,34.9,31.1,3.7,5.5,4.0,108,109
PEIRCE,610122,5360,Network 2,5th Grade,2013,46.8,63.6,55.2,7.8,13.0,10.4,39.0,50.6,44.8,48.1,35.1,41.6,5.2,1.3,3.2,77,77
PEIRCE,610122,5360,Network 2,6th Grade,2013,63.6,60.6,62.1,13.6,4.5,9.1,50.0,56.1,53.0,28.8,33.3,31.1,7.6,6.1,6.8,66,66
PEIRCE,610122,5360,Network 2,7th Grade,2013,65.9,58.0,67.6,12.5,9.1,13.7,53.4,48.9,53.8,27.3,37.5,25.2,6.8,4.5,7.3,88,88
PEIRCE,610122,5360,Network 2,8th Grade,2013,66.7,65.4,66.0,17.9,5.1,11.5,48.7,60.3,54.5,30.8,29.5,30.1,2.6,5.1,3.8,78,78
PEIRCE,610122,5360,Network 2,3rd Grade,2014,61.6,66.4,64.0,24.1,23.0,23.6,37.5,43.4,40.4,33.0,31.0,32.0,5.4,2.7,4.0,112,113
PEIRCE,610122,5360,Network 2,4th Grade,2014,55.8,74.0,68.3,15.6,13.0,15.2,40.3,61.0,53.0,41.6,24.7,28.7,2.6,1.3,3.0,77,77
PEIRCE,610122,5360,Network 2,5th Grade,2014,45.8,62.0,54.0,15.0,9.3,12.1,30.8,52.8,41.9,44.9,36.1,40.5,9.3,1.9,5.6,107,108
PEIRCE,610122,5360,Network 2,6th Grade,2014,47.6,44.7,46.2,4.8,2.4,3.6,42.9,42.4,42.6,47.6,43.5,45.6,4.8,11.8,8.3,84,85
PEIRCE,610122,5360,Network 2,7th Grade,2014,69.8,71.4,74.1,19.0,17.5,19.0,50.8,54.0,55.0,22.2,22.2,19.0,7.9,6.3,6.9,63,63
PEIRCE,610122,5360,Network 2,8th Grade,2014,54.0,61.8,58.0,10.3,16.9,13.6,43.7,44.9,44.3,35.6,33.7,34.7,10.3,4.5,7.4,87,89
PENN,610123,5370,Network 5,3rd Grade,2010,40.9,53.5,47.1,6.8,4.7,5.7,34.1,48.8,41.4,40.9,27.9,34.5,18.2,18.6,18.4,44,43
PENN,610123,5370,Network 5,4th Grade,2010,40.6,50.0,40.6,6.3,3.1,3.1,34.4,46.9,37.5,46.9,43.8,47.9,12.5,6.3,11.5,32,32
PENN,610123,5370,Network 5,5th Grade,2010,35.3,47.1,41.2,2.9,2.9,2.9,32.4,44.1,38.2,61.8,52.9,57.4,2.9,0.0,1.5,34,34
PENN,610123,5370,Network 5,6th Grade,2010,54.8,67.7,61.3,3.2,3.2,3.2,51.6,64.5,58.1,45.2,32.3,38.7,0.0,0.0,0.0,31,31
PENN,610123,5370,Network 5,7th Grade,2010,55.2,69.0,51.7,10.3,6.9,5.7,44.8,62.1,46.0,41.4,27.6,39.1,3.4,3.4,9.2,29,29
PENN,610123,5370,Network 5,8th Grade,2010,82.1,71.4,76.8,0.0,0.0,0.0,82.1,71.4,76.8,17.9,28.6,23.2,0.0,0.0,0.0,28,28
PENN,610123,5370,Network 5,3rd Grade,2011,60.8,76.5,68.6,7.8,11.8,9.8,52.9,64.7,58.8,31.4,15.7,23.5,7.8,7.8,7.8,51,51
PENN,610123,5370,Network 5,4th Grade,2011,56.3,75.0,60.0,6.3,9.4,5.3,50.0,65.6,54.7,34.4,21.9,32.6,9.4,3.1,7.4,32,32
PENN,610123,5370,Network 5,5th Grade,2011,41.4,69.0,55.2,6.9,6.9,6.9,34.5,62.1,48.3,58.6,31.0,44.8,0.0,0.0,0.0,29,29
PENN,610123,5370,Network 5,6th Grade,2011,42.4,39.4,40.9,3.0,3.0,3.0,39.4,36.4,37.9,57.6,60.6,59.1,0.0,0.0,0.0,33,33
PENN,610123,5370,Network 5,7th Grade,2011,43.8,43.8,43.8,3.1,3.1,2.1,40.6,40.6,41.7,56.3,46.9,49.0,0.0,9.4,7.3,32,32
PENN,610123,5370,Network 5,8th Grade,2011,68.0,65.2,66.7,4.0,13.0,8.3,64.0,52.2,58.3,32.0,34.8,33.3,0.0,0.0,0.0,25,23
PENN,610123,5370,Network 5,3rd Grade,2012,40.0,46.7,43.3,6.7,8.9,7.8,33.3,37.8,35.6,42.2,28.9,35.6,17.8,24.4,21.1,45,45
PENN,610123,5370,Network 5,4th Grade,2012,56.4,69.2,59.8,7.7,5.1,6.0,48.7,64.1,53.8,41.0,28.2,37.6,2.6,2.6,2.6,39,39
PENN,610123,5370,Network 5,5th Grade,2012,53.1,68.8,60.9,18.8,0.0,9.4,34.4,68.8,51.6,46.9,25.0,35.9,0.0,6.3,3.1,32,32
PENN,610123,5370,Network 5,6th Grade,2012,53.7,48.8,51.2,4.9,0.0,2.4,48.8,48.8,48.8,43.9,51.2,47.6,2.4,0.0,1.2,41,41
PENN,610123,5370,Network 5,7th Grade,2012,64.3,71.4,61.2,7.1,7.1,5.9,57.1,64.3,55.3,35.7,28.6,34.1,0.0,0.0,4.7,28,28
PENN,610123,5370,Network 5,8th Grade,2012,64.5,58.1,61.3,3.2,6.5,4.8,61.3,51.6,56.5,35.5,41.9,38.7,0.0,0.0,0.0,31,31
PENN,610123,5370,Network 5,3rd Grade,2013,26.0,14.0,20.0,4.0,0.0,2.0,22.0,14.0,18.0,58.0,70.0,64.0,16.0,16.0,16.0,50,50
PENN,610123,5370,Network 5,4th Grade,2013,48.1,33.3,49.4,7.4,0.0,3.7,40.7,33.3,45.7,44.4,59.3,40.7,7.4,7.4,9.9,27,27
PENN,610123,5370,Network 5,5th Grade,2013,34.4,21.9,28.1,6.3,0.0,3.1,28.1,21.9,25.0,50.0,65.6,57.8,15.6,12.5,14.1,32,32
PENN,610123,5370,Network 5,6th Grade,2013,34.4,34.4,34.4,12.5,3.1,7.8,21.9,31.3,26.6,46.9,50.0,48.4,18.8,15.6,17.2,32,32
