,school_name,school_id,network,grade,year,reading_studentsnumber,reading_vam,reading_confidence,reading_percentile,reading_color,math_studentsnumber,math_vam,math_confidence,math_percentile,math_color
471,MCNAIR,610282,Austin-North Lawndale Elementary Network,All Grades,2012,180.0,-1.0,-1.9 to -0.1,13.0,Red,180.0,-1.1,-1.6 to -0.5,10.0,Red
472,GUGGENHEIM,610283,Englewood-Gresham Elementary Network,All Grades,2012,111.7,-1.8,-2.9 to -0.7,4.0,Red,110.1,-1.1,-1.9 to -0.4,9.0,Red
473,WOODS,610285,Englewood-Gresham Elementary Network,All Grades,2012,199.8,-1.2,-2.2 to -0.3,9.0,Red,199.1,-0.8,-1.3 to -0.2,19.0,Red
474,ASHBURN,610287,Midway Elementary Network,All Grades,2012,209.2,0.3,-0.5 to 1.2,64.0,Yellow,209.2,-0.3,-0.9 to 0.2,36.0,Yellow
475,MAYS,610290,Englewood-Gresham Elementary Network,All Grades,2012,144.0,-0.3,-1.3 to 0.7,34.0,Yellow,144.0,-0.3,-0.9 to 0.3,37.0,Yellow
476,LEE,610291,Midway Elementary Network,All Grades,2012,336.2,-0.1,-0.8 to 0.7,48.0,Yellow,336.2,1.4,1 to 1.8,92.0,Green
477,MELODY,610293,Garfield-Humboldt Elementary Network,All Grades,2012,132.5,1.0,0 to 2,85.0,Yellow,130.8,1.6,0.9 to 2.2,94.0,Green
478,HIGGINS,610295,Lake Calumet Elementary Network,All Grades,2012,181.7,2.9,1.9 to 3.8,98.0,Green,181.0,1.4,0.9 to 2,92.0,Green
479,LENART,610298,Skyway Elementary Network,All Grades,2012,151.8,2.0,1 to 3,97.0,Green,151.8,-0.1,-0.7 to 0.5,46.0,Yellow
480,HINTON,610299,Englewood-Gresham Elementary Network,All Grades,2012,141.3,0.9,-0.1 to 2,83.0,Yellow,141.8,1.2,0.6 to 1.9,89.0,Green
481,WESTCOTT,610300,Skyway Elementary Network,All Grades,2012,210.5,0.3,-0.6 to 1.2,61.0,Yellow,209.5,0.7,0.2 to 1.3,81.0,Green
482,MCDOWELL,610312,Skyway Elementary Network,All Grades,2012,48.1,1.6,0.3 to 2.9,95.0,Green,48.1,1.0,0 to 2,87.0,Green
483,DIEGO,610313,Fulton Elementary Network,All Grades,2012,394.5,1.1,0.4 to 1.8,88.0,Green,398.5,0.4,0.1 to 0.8,70.0,Green
484,WHITE,610315,Lake Calumet Elementary Network,All Grades,2012,58.4,0.9,-0.4 to 2.2,82.0,Yellow,58.4,0.3,-0.6 to 1.3,66.0,Yellow
485,EARHART,610316,Skyway Elementary Network,All Grades,2012,131.3,0.5,-0.6 to 1.5,68.0,Yellow,131.3,0.5,-0.1 to 1.2,74.0,Yellow
486,BRIGHTON PARK,610317,Pershing Elementary Network,All Grades,2012,265.1,-0.2,-1 to 0.6,40.0,Yellow,264.1,-0.1,-0.6 to 0.4,47.0,Yellow
487,EVERGREEN,610319,Pershing Elementary Network,All Grades,2012,332.5,-0.3,-1.1 to 0.5,33.0,Yellow,332.6,-1.2,-1.7 to -0.8,8.0,Red
488,DUPREY,610320,Fulton Elementary Network,All Grades,2012,55.7,0.7,-0.6 to 2.1,77.0,Yellow,55.7,-0.4,-1.4 to 0.5,30.0,Yellow
489,"MARSHALL, T",610321,O'Hare Elementary Network,All Grades,2012,382.5,-0.6,-1.3 to 0.2,24.0,Yellow,384.4,-1.6,-2.1 to -1.2,4.0,Red
490,LOGANDALE,610325,Fullerton Elementary Network,All Grades,2012,295.4,-0.5,-1.3 to 0.3,28.0,Yellow,296.4,-0.2,-0.6 to 0.3,45.0,Yellow
491,OROZCO,610329,Pilsen-Little Village Elementary Network,All Grades,2012,403.9,-0.1,-0.9 to 0.6,44.0,Yellow,383.9,-0.1,-0.5 to 0.4,51.0,Yellow
492,WILIAMS MIDDLE,610336,Burnham Park Elementary Network,All Grades,2012,117.2,-1.7,-2.9 to -0.6,4.0,Red,117.2,-0.4,-1 to 0.3,33.0,Yellow
493,STAGG,610339,Englewood-Gresham Elementary Network,All Grades,2012,231.0,-1.0,-1.8 to -0.1,15.0,Red,230.1,-0.2,-0.7 to 0.3,43.0,Yellow
494,SABIN,610342,Fulton Elementary Network,All Grades,2012,266.5,0.0,-0.8 to 0.8,52.0,Yellow,265.8,1.3,0.8 to 1.7,90.0,Green
495,WOODSON,610345,Burnham Park Elementary Network,All Grades,2012,134.6,2.0,1 to 3.1,98.0,Green,136.6,1.5,0.8 to 2.1,93.0,Green
496,CLAREMONT,610347,Midway Elementary Network,All Grades,2012,225.3,-2.0,-2.9 to -1.2,2.0,Red,225.1,-0.9,-1.4 to -0.4,18.0,Red
497,GOLDBLATT,610348,Garfield-Humboldt Elementary Network,All Grades,2012,110.4,1.8,0.7 to 2.9,96.0,Green,110.4,0.3,-0.4 to 1,64.0,Yellow
498,BLACK,610350,Skyway Elementary Network,All Grades,2012,269.0,-1.2,-2 to -0.4,10.0,Red,268.0,-1.2,-1.7 to -0.7,9.0,Red
499,DURKIN PARK,610352,Midway Elementary Network,All Grades,2012,199.7,-0.2,-1.2 to 0.7,37.0,Yellow,199.6,-0.3,-0.8 to 0.2,37.0,Yellow
500,CALMECA,610353,Pershing Elementary Network,All Grades,2012,245.0,-0.4,-1.2 to 0.5,32.0,Yellow,242.6,-0.6,-1.1 to -0.1,25.0,Red
501,NORTH RIVER,610354,O'Hare Elementary Network,All Grades,2012,98.6,0.5,-0.7 to 1.7,71.0,Yellow,98.6,0.2,-0.6 to 0.9,60.0,Yellow
502,COURTENAY,610355,Ravenswood-Ridge Elementary Network,All Grades,2012,76.7,1.0,-0.2 to 2.3,86.0,Yellow,76.7,-1.8,-2.6 to -0.9,3.0,Red
503,EVERS,610362,Rock Island Elementary Network,All Grades,2012,181.3,1.3,0.3 to 2.2,91.0,Green,181.2,0.1,-0.5 to 0.7,58.0,Yellow
504,DISNEY,610363,Ravenswood-Ridge Elementary Network,All Grades,2012,746.0,1.0,0.5 to 1.6,87.0,Green,743.0,0.6,0.3 to 0.9,78.0,Green
505,DUBOIS,610364,Lake Calumet Elementary Network,All Grades,2012,97.4,0.0,-1.1 to 1.2,53.0,Yellow,97.4,-0.4,-1.1 to 0.4,33.0,Yellow
506,BETHUNE,610365,AUSL Schools,All Grades,2012,182.4,-2.1,-3 to -1.2,2.0,Red,182.9,-0.8,-1.4 to -0.2,19.0,Red
507,WACKER,610366,Rock Island Elementary Network,All Grades,2012,96.1,0.2,-0.9 to 1.4,59.0,Yellow,94.3,-0.1,-0.9 to 0.6,47.0,Yellow
508,DE PRIEST,610367,Austin-North Lawndale Elementary Network,All Grades,2012,212.2,-0.4,-1.2 to 0.5,32.0,Yellow,208.9,-0.6,-1.1 to -0.1,25.0,Red
509,"HUGHES, L",610368,Rock Island Elementary Network,All Grades,2012,159.6,-0.9,-1.9 to 0.1,17.0,Yellow,159.6,-0.9,-1.5 to -0.3,18.0,Red
510,"JACKSON, M",610369,Englewood-Gresham Elementary Network,All Grades,2012,133.6,-0.6,-1.6 to 0.5,24.0,Yellow,135.6,-0.8,-1.4 to -0.1,20.0,Red
511,"WILLIAMS, D",610380,South Side High School Network,All Grades,2012,16.0,-0.8,-2.5 to 0.9,19.0,Yellow,16.0,0.1,-1.3 to 1.5,58.0,Yellow
512,LINDBLOM HS,610391,Southwest Side High School Network,All Grades,2012,187.0,-1.8,-2.8 to -0.8,4.0,Red,187.0,-2.7,-3.2 to -2.1,0.0,Red
513,UPLIFT HS,610394,North-Northwest Side High School Network,All Grades,2012,32.3,0.2,-1.4 to 1.8,58.0,Yellow,32.3,0.8,-0.3 to 1.9,83.0,Yellow
514,PERSHING MIDDLE,610395,Burnham Park Elementary Network,All Grades,2012,247.9,-0.5,-1.3 to 0.3,27.0,Yellow,248.9,-0.7,-1.2 to -0.2,22.0,Red
515,TARKINGTON,610396,AUSL Schools,All Grades,2012,415.2,0.5,-0.2 to 1.2,70.0,Yellow,415.2,-0.1,-0.5 to 0.3,47.0,Yellow
516,SUDER,610405,Fulton Elementary Network,All Grades,2012,101.8,-0.3,-1.4 to 0.8,33.0,Yellow,101.8,-1.6,-2.3 to -0.9,5.0,Red
517,FRAZIER PROSPECTIVE,610503,Austin-North Lawndale Elementary Network,All Grades,2012,113.2,0.3,-0.7 to 1.4,64.0,Yellow,113.2,1.7,1 to 2.4,94.0,Green
518,DISNEY II,610515,O'Hare Elementary Network,All Grades,2012,93.0,0.9,-0.2 to 1.9,81.0,Yellow,93.0,0.0,-0.8 to 0.7,51.0,Yellow
519,LASALLE II,610520,Fulton Elementary Network,All Grades,2012,237.3,-1.2,-2.1 to -0.4,9.0,Red,237.3,-0.9,-1.4 to -0.4,17.0,Red
520,"DAVIS, M",610521,Englewood-Gresham Elementary Network,All Grades,2012,197.2,0.0,-0.9 to 0.9,54.0,Yellow,197.2,0.3,-0.3 to 0.8,63.0,Yellow
521,EDISON PARK,610523,O'Hare Elementary Network,All Grades,2012,147.6,-0.7,-1.7 to 0.3,21.0,Yellow,147.6,-1.0,-1.6 to -0.4,13.0,Red
522,OGDEN HS,610529,North-Northwest Side High School Network,All Grades,2012,175.2,2.0,1 to 3,97.0,Green,176.2,-0.2,-0.7 to 0.4,44.0,Yellow
523,SOUTHSHORE,610530,Skyway Elementary Network,All Grades,2012,23.6,-1.0,-2.4 to 0.5,15.0,Yellow,23.6,0.4,-0.8 to 1.6,69.0,Yellow
524,HERNANDEZ,610532,Midway Elementary Network,All Grades,2012,788.4,-1.1,-1.7 to -0.5,11.0,Red,788.3,-0.3,-0.6 to 0,36.0,Red
525,PRIETO,610533,Fullerton Elementary Network,All Grades,2012,363.0,-0.2,-1 to 0.5,38.0,Yellow,364.2,0.3,-0.1 to 0.7,64.0,Yellow
526,SKINNER NORTH,610534,Fullerton Elementary Network,All Grades,2012,30.0,-0.3,-1.7 to 1,32.0,Yellow,30.0,2.2,1.1 to 3.3,97.0,Green
527,CAMRAS,610539,Fullerton Elementary Network,All Grades,2012,298.6,0.3,-0.5 to 1.1,61.0,Yellow,296.6,-0.6,-1.1 to -0.2,25.0,Red
528,LORCA,610541,Fullerton Elementary Network,All Grades,2012,296.5,-0.5,-1.3 to 0.3,25.0,Yellow,296.4,0.6,0.2 to 1.1,76.0,Green
529,WEST RIDGE,610542,Ravenswood-Ridge Elementary Network,All Grades,2012,198.9,1.1,0.2 to 2,88.0,Green,199.1,-0.3,-0.9 to 0.2,35.0,Yellow
530,AZUELA,610544,Midway Elementary Network,All Grades,2012,354.8,-0.7,-1.4 to 0,21.0,Yellow,354.8,2.5,2.1 to 2.9,98.0,Green
531,VIVIAN SUMMERS ALTERNATIVES ES,610553,Alternative Schools,All Grades,2012,12.2,-0.4,-2.2 to 1.4,30.0,Yellow,12.2,0.1,-1.5 to 1.6,54.0,Yellow
